#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Img Link,Descrição,Descrição Pt-Br
496,Servine,413,60,60,75,60,75,83,Grass,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/b1409b57829ef8db3ff1ee2d076d483f99c9d077.png,"It runs low to the ground, weaving through the grass, then mercilessly pummels its target by whipping them with its vines.","Ele corre até o chão, serpenteando pela grama, e então esmurra impiedosamente seu alvo, chicoteando-o com suas vinhas."
497,Serperior,528,75,75,95,75,95,113,Grass,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/fa33acbef6766bfd3829d8ef803b058b19e5e76b.png,"It generates energy from sunlight, then amplifies that energy dozens of times within its long body.",Ele gera energia a partir da luz solar e depois amplifica essa energia dezenas de vezes dentro de seu longo corpo.
498,Tepig,308,65,63,45,45,45,45,Fire,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/da19a597632cf370f791ef7fac3753f560a1b2c7.png,"It's more nimble than it looks, and it uses its speed to confound its enemies. It rapidly launches fireballs from both nostrils.",É mais ágil do que parece e usa sua velocidade para confundir seus inimigos. Ele lança rapidamente bolas de fogo de ambas as narinas.
499,Pignite,418,90,93,55,70,55,55,Fire,Fighting,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/649b3c0f69e218d567e16e97253d7a20648c64bb.png,"When Pignite enters battle, its body temperature rapidly soars until Pignite itself is engulfed by a scorching fireball.","Quando Pignite entra em batalha, sua temperatura corporal aumenta rapidamente até que o próprio Pignite seja engolfado por uma bola de fogo escaldante."
500,Emboar,528,110,123,65,100,65,65,Fire,Fighting,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/1cd28ab410622799104688403306c7d08481cc03.png,"The flames blazing deep inside Emboar's chest erupt vigorously from its chin, forming a beard of fire.","As chamas que ardem no fundo do peito de Emboar irrompem vigorosamente de seu queixo, formando uma barba de fogo."
501,Oshawott,308,55,55,45,63,45,45,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/4781cf224a92b952b90c5c54f7897f6870ce8f1e.png,"It wields the scalchop on its stomach like a knife, blocking the moves of its enemies before slashing back at them in swift retaliation.","Ele empunha a concha na barriga como uma faca, bloqueando os movimentos de seus inimigos antes de atacá-los em rápida retaliação."
502,Dewott,413,75,75,60,83,60,60,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/d5ab7b1f85abce36f339e724810299b8398b9c19.png,It's said that people modeled swordplay after the way Dewott's movements flow like water while it’s wielding its two scalchops.,Diz-se que as pessoas modelaram a esgrima a partir da maneira como os movimentos de Dewott fluem como água enquanto ele empunha suas duas escalopes.
503,Samurott,528,95,100,85,108,70,70,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/ae31ab484a7e6a02246162a218869ca07eb313df.png,"A master of a sword-drawing art called iaijutsu, Samurott settles its battles with a single swing of either large sword sheathed in its foreleg armor.","Mestre na arte de desembainhar espadas chamada iaijutsu, Samurott resolve suas batalhas com um único golpe de uma das grandes espadas embainhadas em sua armadura da perna dianteira."
503,Samurott Hisuian Samurott,528,90,108,80,100,65,85,Water,Dark,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/df440c4003ec729107ce7e99da937720bc4b5afa.png,"Hard of heart and deft of blade, this rare form of Samurott is a product of the Pokémon’s evolution in the region of Hisui. Its turbulent blows crash into foes like ceaseless pounding waves.","De coração duro e lâmina hábil, esta forma rara de Samurott é um produto da evolução dos Pokémon na região de Hisui. Seus golpes turbulentos atingem os inimigos como ondas incessantes."
504,Patrat,255,45,55,39,35,39,42,Normal,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/40253c8285a743847c453e827c3679384c90f809.png,"Using food stored in cheek pouches, they can keepwatch for days. They use their tails to communicatewith others.","Usando alimentos armazenados em bolsas nas bochechas, eles podem vigiar por dias. Eles usam suas caudas para se comunicarem com outras pessoas."
505,Watchog,420,60,85,69,60,69,77,Normal,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/79ceae19f2bb89678a3f1093154ddb8675dac384.png,"Using luminescent matter, it makes its eyes andbody glow and stuns attacking opponents.","Usando matéria luminescente, ele faz seus olhos e corpo brilharem e atordoa os oponentes atacantes."
506,Lillipup,275,45,60,45,25,45,55,Normal,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/db1d1136071e4c949e5a72b8dcd832951261c85f.png,"This Pokémon has excellent judgment. If it decides it can't defeat an opponent, it immediately turns tail and vamooses.","Este Pokémon tem excelente julgamento. Se decidir que não pode derrotar um oponente, ele imediatamente dá meia-volta e vai embora."
507,Herdier,370,65,80,65,35,65,60,Normal,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/c1d3a315400ca09df7a136a99f6dae8a048737c5.png,"The longer its black fur grows, the harder and more impervious it gets. Claws and fangs can't easily penetrate it.","Quanto mais seu pelo preto cresce, mais duro e impermeável ele fica. Garras e presas não conseguem penetrá-lo facilmente."
508,Stoutland,500,85,110,90,45,90,80,Normal,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/3ad49ec1ba4e0f253e3e06342526b15a26b94fcb.png,"It pays no mind to the cold, thanks to its long warm coat. Stoutland in Alola look a little uncomfortable.","Não se importa com o frio, graças ao seu casaco longo e quente. Stoutland em Alola parece um pouco desconfortável."
509,Purrloin,281,41,50,37,50,37,66,Dark,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/c0cb468a31cb0b1cd34b6ad4c6c4c02de1d4c595.png,It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.,Rouba coisas das pessoas apenas para se divertir com sua frustração. Existe uma rivalidade entre este Pokémon e Nickit.
510,Liepard,446,64,88,50,88,50,106,Dark,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/322b3f833e407ecacd0ffad02f2366a6571a9694.png,Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.,Não se deixe enganar por seu lindo pelo e figura elegante. Este é um Pokémon temperamental e cruel.
511,Pansage,316,50,53,48,53,48,64,Grass,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/c25f48da1d158d3ea91aecdcf51c76d51c813f32.png,It shares the leaf on its head with weary-lookingPokémon. These leaves are known to relieve stress.,Ele compartilha a folha em sua cabeça com Pokémon de aparência cansada. Estas folhas são conhecidas por aliviar o estresse.
512,Simisage,498,75,98,63,98,63,101,Grass,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f92dd2546c461aaa9ae2d5b23fa4c0f423001b43.png,It attacks enemies with strikes of its thorn-coveredtail. This Pokémon is wild tempered.,Ele ataca os inimigos com golpes de sua cauda coberta de espinhos. Este Pokémon tem um temperamento selvagem.
513,Pansear,316,50,53,48,53,48,64,Fire,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/400f7f86bc2c72506e64f0a72d4127b1df78439f.png,"Very intelligent, it roasts berries before eating them. It likes to help people.","Muito inteligente, torra os frutos silvestres antes de comê-los. Gosta de ajudar as pessoas."
514,Simisear,498,75,98,63,98,63,101,Fire,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/6dc5d409e1859b7483ceb9fb4c330370ff926bba.png,A flame burns inside its body. It scatters embersfrom its head and tail to sear its opponents.,Uma chama queima dentro de seu corpo. Ele espalha brasas da cabeça e da cauda para queimar seus oponentes.
515,Panpour,316,50,53,48,53,48,64,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/1c210f9a05a30f7fd11b0c8a7a53b51b67aa6b7f.png,The water stored inside the tuft on its head is fullof nutrients. It waters plants with it using its tail.,A água armazenada dentro do tufo de sua cabeça está cheia de nutrientes. Ele rega as plantas usando a cauda.
516,Simipour,498,75,98,63,98,63,101,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/eab31510354030b251bdccb1e197cc5698487ef9.png,"The high-pressure water expelled from its tail is sopowerful, it can destroy a concrete wall.",A água de alta pressão expelida de sua cauda é tão poderosa que pode destruir uma parede de concreto.
517,Munna,292,76,25,45,67,55,24,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/2741d4fca8020f7af77a993dc97c7076097416b5.png,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow.","Tarde da noite, aparece ao lado dos travesseiros das pessoas. À medida que se alimenta de sonhos, os padrões do seu corpo emitem um brilho fraco."
518,Musharna,487,116,55,85,107,95,29,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/773b1377f48e87f722ef14f2258ce4039a17cc44.png,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality.","Quando névoas escuras emanarem de seu corpo, não chegue muito perto. Se você fizer isso, seus pesadelos se tornarão realidade."
519,Pidove,264,50,55,50,36,30,43,Normal,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/08569c067d1cd32fdc4cfe4c90dea542f499efb4.png,"Where people go, these Pokémon follow. If you’re scattering food for them, be careful— several hundred of them can gather at once.","Aonde as pessoas vão, esses Pokémon os seguem. Se você estiver espalhando comida para eles, tome cuidado: várias centenas deles podem coletar de uma só vez."
520,Tranquill,358,62,77,62,50,42,65,Normal,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/8905a7c857f548a2e8a11c92919975506b8f7b3c.png,"It can fly moderately quickly. No matter how far it travels, it can always find its way back to its master and its nest.","Ele pode voar moderadamente rápido. Não importa quão longe viaje, ele sempre poderá encontrar o caminho de volta ao seu mestre e ao seu ninho."
521,Unfezant,488,80,115,80,65,55,93,Normal,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/b94492deaefcc86ada0bd891761493c599bc3984.png,"Unfezant are exceptional fliers. The females are known for their stamina, while the males outclass them in terms of speed.","Unfezant são voadores excepcionais. As fêmeas são conhecidas pela sua resistência, enquanto os machos as superam em termos de velocidade."
521,Unfezant Female,488,80,115,80,65,55,93,Normal,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/c79be6747cfc953a2b0b26aff7a20dafece0f865.png,Males swing their head plumage to threatenopponents. The females' flying abilities surpassthose of the males.,Os machos balançam a plumagem da cabeça para ameaçar os oponentes. As habilidades de vôo das fêmeas superam as dos machos.
522,Blitzle,295,45,60,32,50,32,76,Electric,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/a0380ab915fb9363a8ac901c0fbec4bdbc64b666.png,"Its heartbeat generates electricity. When Blitzle is surprised and its heart rate goes up, the voltage of its electricity also rises.","Seu batimento cardíaco gera eletricidade. Quando Blitzle é surpreendido e sua frequência cardíaca aumenta, a voltagem de sua eletricidade também aumenta."
523,Zebstrika,497,75,100,63,80,63,116,Electric,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/4ab6448b998e37191208cdc3662bd3d739c57d90.png,"This Pokémon is aggressive and has a volatile disposition. When agitated, it will illuminate its mane in yellow and fire off bolts of electricity.","Este Pokémon é agressivo e tem uma disposição volátil. Quando agitado, ele iluminará sua crina em amarelo e disparará raios elétricos."
524,Roggenrola,280,55,75,85,25,25,15,Rock,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/7c82f150c893f9c87b74d95d8da382958ff49f30.png,"It’s as hard as steel, but apparently a long soak in water will cause it to soften a bit.","É tão duro quanto o aço, mas aparentemente uma longa imersão em água fará com que amoleça um pouco."
525,Boldore,390,70,105,105,50,40,20,Rock,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/75e53e1ce31cebcfc3a6e183146e8b9354d1a133.png,"If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy.","Se você notar que seus cristais laranja começam a brilhar, tenha cuidado. Está prestes a disparar rajadas de energia."
526,Gigalith,515,85,135,130,60,80,25,Rock,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/90e51270734d57f8c38f7355e8acd29388e3f933.png,"This hardy Pokémon can often be found on construction sites and in mines, working alongside people and Copperajah.","Este Pokémon resistente pode ser frequentemente encontrado em canteiros de obras e minas, trabalhando ao lado de pessoas e de Copperajah."
527,Woobat,323,65,45,43,55,43,72,Psychic,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/18cb78a471bb907e93820adb9053710af5e550e2.png,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there.","Enquanto estiver dentro de uma caverna, se você olhar para cima e vir muitas marcas em forma de coração revestindo as paredes, é uma evidência de que Woobat vive lá."
528,Swoobat,425,67,57,55,77,55,114,Psychic,Flying,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/3ed8d60664171759b5157c96e0fc0951efe5b0f6.png,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while.","Emitir ondas sonoras poderosas cansa. Depois, não poderá voar por um tempo."
529,Drilbur,328,60,85,40,30,45,68,Ground,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/50900f0a398f5971589345312b17ba475f36668c.png,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,Ele pode cavar o solo a uma velocidade de 30 mph. Isso poderia proporcionar a um carro rodando na superfície uma boa corrida.
530,Excadrill,508,110,135,60,50,65,88,Ground,Steel,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f44eb698f802a20540ea999d7aa7d301d159506b.png,"Forming a drill with its steel claws and head, it can bore through a steel plate, no matter how thick it is.","Formando uma broca com garras e cabeça de aço, ela pode perfurar uma placa de aço, não importa sua espessura."
